name;age;segment;city;zip_code;state;region
Randy Ferguson;65.0;Home Office;Clarksville;37042;Tennessee;South
Lindsay Castell;65.0;Corporate;Laurinburg;28352;North Carolina;South
Xylona Price;65.0;Corporate;Bowling Green;43402;Ohio;East
Matthew Clasen;65.0;Consumer;Watertown;53094;Wisconsin;Central
Matthew Clasen;65.0;Consumer;Winter Garden;34787;Florida;South
Anna Andreadi;65.0;Small Business;Overland Park;66212;Kansas;Central
Liz Carlisle;65.0;Corporate;High Point;27260;North Carolina;South
Randy Ferguson;65.0;Corporate;Chattanooga;37421;Tennessee;South
Art Foster;65.0;Home Office;Hanover;17331;Pennsylvania;East
Astrea Jones;65.0;Corporate;San Jose;95123;California;West
Eudokia Martin;65.0;Home Office;Lewisville;75057;Texas;Central
Susan Pistek;65.0;Home Office;New Orleans;70117;Louisiana;South
Bill Overfelt;65.0;Corporate;Dayton;45406;Ohio;East
Bill Overfelt;65.0;Corporate;Cuyahoga Falls;44221;Ohio;East
Tracy Collins;65.0;Consumer;Herndon;20170;Virginia;South
Philip Fox;65.0;Home Office;Brentwood;37027;Tennessee;South
Amy Cox;65.0;Small Business;Watauga;76148;Texas;Central
Mark Cousins;65.0;Corporate;Sharon;16146;Pennsylvania;East
Patrick Jones;65.0;Home Office;Prattville;36067;Alabama;South
Andrew Roberts;65.0;Small Business;Saginaw;76131;Texas;Central
Benjamin Farhat;65.0;Home Office;Goodyear;85338;Arizona;West
Harold Engle;65.0;Home Office;Lafayette;47905;Indiana;Central
Harold Engle;65.0;Home Office;Lawrence;46226;Indiana;Central
Eric Barreto;65.0;Small Business;Hopatcong;7843;New Jersey;East
Jenna Caffey;65.0;Consumer;Klamath Falls;97601;Oregon;West
Denise Monton;65.0;Home Office;Apex;27502;North Carolina;South
Ivan Gibson;65.0;Corporate;Wentzville;63385;MO;Central
Erin Smith;65.0;Home Office;Leander;78641;Texas;Central
Neoma Murray;65.0;Small Business;Smyrna;30080;Georgia;South
Adrian Barton;65.0;Small Business;Gresham;97030;Oregon;West
Andrew Roberts;65.0;Home Office;Redmond;98052;Washington;West
Sally Knutson;65.0;Corporate;Midland;48640;Michigan;Central
Sally Knutson;65.0;Corporate;Madison Heights;48071;Michigan;Central
Thea Hendricks;65.0;Home Office;Twentynine Palms;92277;California;West
Andrew Roberts;65.0;Home Office;Renton;98059;Washington;West
Jay Fine;65.0;Consumer;Sacramento;95823;California;West
Robert Dilbeck;65.0;Corporate;Clarksville;37042;Tennessee;South
Odella Nelson;65.0;Small Business;York;17403;Pennsylvania;East
Alyssa Crouse;65.0;Corporate;Lake Oswego;97035;Oregon;West
Shahid Hopkins;65.0;Small Business;Muskegon;49442;Michigan;Central
Cari Sayre;65.0;Home Office;Provo;84604;Utah;West
Shahid Hopkins;65.0;Small Business;Novi;48375;Michigan;Central
Russell D'Ascenzo;65.0;Consumer;Poinciana;34759;Florida;South
Nathan Mautz;65.0;Corporate;Lino Lakes;55014;Minnesota;Central
Sally Matthias;65.0;Corporate;Mankato;56001;Minnesota;Central
Scott Cohen;65.0;Consumer;Middle River;21220;Maryland;East
Brian DeCherney;65.0;Corporate;Ogden;84404;Utah;West
Pauline Chand;66.0;Corporate;Oklahoma City;73120;Oklahoma;Central
Ivan Liston;66.0;Consumer;La Quinta;92253;California;West
Christopher Conant;65.0;Home Office;Tacoma;98408;Washington;West
Bobby Trafton;66.0;Small Business;San Ramon;94583;California;West
Bobby Trafton;65.0;Small Business;San Ramon;94583;California;West
Karl Brown;66.0;Corporate;Quincy;2169;MA;East
Ken Lonsdale;66.0;Consumer;University City;63130;MO;Central
Katherine Murray;66.0;Home Office;Grafton;1519;MA;East
Katherine Murray;66.0;Home Office;Bedford;3110;New Hampshire;East
Hallie Redmond;66.0;Home Office;Coos Bay;97420;Oregon;West
Marc Crier;66.0;Consumer;West Memphis;72301;Arkansas;South
Annie Thurman;66.0;Consumer;Logan;84321;Utah;West
Tamara Manning;66.0;Corporate;Post Falls;83854;Idaho;West
Katherine Murray;66.0;Home Office;Roselle;7203;New Jersey;East
Karl Brown;66.0;Corporate;Carlsbad;92008;California;West
Karl Brown;66.0;Corporate;Dracut;1826;MA;East
Nora Price;66.0;Home Office;Springfield;22153;Virginia;South
Craig Molinari;66.0;Small Business;Oak Ridge;37830;Tennessee;South
Henia Zydlo;66.0;Home Office;Coral Springs;33065;Florida;South
Luke Weiss;66.0;Corporate;Des Moines;50315;Iowa;Central
Anemone Ratner;66.0;Small Business;Colonial Heights;23834;Virginia;South
Brad Eason;66.0;Small Business;Tinley Park;60477;Illinois;Central
Katherine Nockton;66.0;Home Office;Lancaster;43130;Ohio;East
Michael Dominguez;66.0;Home Office;Greensburg;15601;Pennsylvania;East
Gary Mitchum;66.0;Consumer;Weatherford;76086;Texas;Central
Rick Wilson;66.0;Consumer;Bismarck;58501;North Dakota;Central
Katrina Willman;66.0;Consumer;Reston;20190;Virginia;South
Maribeth Dona;66.0;Home Office;Durango;81301;Colorado;West
Thomas Boland;66.0;Corporate;Stevens Point;54481;Wisconsin;Central
Kean Thornton;66.0;Corporate;Bennington;5201;Vermont;East
Kean Thornton;66.0;Corporate;Paradise;95969;California;West
Mathew Reese;66.0;Small Business;Jamestown;14701;New York;East
Thomas Boland;66.0;Corporate;Sun Prairie;53590;Wisconsin;Central
Philip Fox;66.0;Home Office;Clarksburg;26301;West Virginia;East
Lisa DeCherney;66.0;Consumer;Brookings;57006;South Dakota;Central
Karen Carlisle;66.0;Home Office;San Gabriel;91776;California;West
Brad Thomas;66.0;Corporate;Westbrook;4092;Maine;East
Cindy Chapman;66.0;Corporate;Phoenix;85023;Arizona;West
Mick Hernandez;66.0;Home Office;Medina;44256;Ohio;East
Tracy Collins;66.0;Consumer;Kissimmee;34741;Florida;South
Thomas Thornton;66.0;Consumer;Eureka;95501;California;West
Astrea Jones;66.0;Corporate;Willimantic;6226;Connecticut;East
Trudy Schmidt;66.0;Small Business;Redford;48239;Michigan;Central
Julia West;66.0;Consumer;Galesburg;61401;Illinois;Central
Julia Dunbar;66.0;Consumer;Billings;59102;Montana;West
George Ashbrook;66.0;Small Business;Lubbock;79424;Texas;Central
Lela Donovan;66.0;Corporate;Southgate;48195;Michigan;Central
Alan Schoenberger;66.0;Corporate;Murrieta;92563;California;West
Lela Donovan;66.0;Corporate;Sterling Heights;48310;Michigan;Central
Adrian Hane;66.0;Corporate;Alton;62002;Illinois;Central
Russell Applegate;66.0;Small Business;La Vista;68128;Nebraska;Central
Emily Grady;66.0;Home Office;Spanish Fork;84660;Utah;West
Emily Grady;66.0;Home Office;Prairie Village;66202;Kansas;Central
Corey Catlett;66.0;Home Office;Oceanside;92054;California;West
Paul Stevenson;66.0;Corporate;Wilmington;28403;North Carolina;South
MaryBeth Skach;66.0;Home Office;Mooresville;28115;North Carolina;South
Neil Knudson;66.0;Corporate;Thomasville;27360;North Carolina;South
Janet Lee;66.0;Consumer;Fort Bragg;28307;North Carolina;South
Ionia McGrath;66.0;Small Business;Birmingham;35211;Alabama;South
Duane Huffman;66.0;Consumer;Lancaster;75146;Texas;Central
Sally Hughsby;66.0;Consumer;North Ridgeville;44039;Ohio;East
Michael Paige;66.0;Small Business;Gorham;4038;Maine;East
Tamara Chand;66.0;Consumer;Pearland;77581;Texas;Central
Liz Price;66.0;Corporate;Flint;48505;Michigan;Central
Theone Pippenger;66.0;Corporate;Owatonna;55060;Minnesota;Central
Cathy Armstrong;66.0;Consumer;Southgate;48195;Michigan;Central
Michelle Huthwaite;66.0;Home Office;Clinton;20735;Maryland;East
Katherine Hughes;66.0;Consumer;Danville;24541;Virginia;South
Michelle Huthwaite;66.0;Home Office;College Park;20740;Maryland;East
John Lucas;66.0;Small Business;Huber Heights;45424;Ohio;East
Damala Kotsonis;66.0;Corporate;Saco;4072;Maine;East
Jane Waco;66.0;Corporate;Xenia;45385;Ohio;East
Damala Kotsonis;66.0;Corporate;Northampton;1060;MA;East
Karen Ferguson;66.0;Home Office;Holbrook;11741;New York;East
Nicole Brennan;66.0;Home Office;Costa Mesa;92627;California;West
Gary Hwang;66.0;Home Office;Bradenton;34210;Florida;South
Maureen Gastineau;66.0;Consumer;Chula Vista;91911;California;West
Richard Bierner;66.0;Small Business;Waynesboro;22980;Virginia;South
Mark Cousins;66.0;Corporate;Sharon;16146;Pennsylvania;East
Barry Pond;66.0;Consumer;Lawndale;90260;California;West
Mark Cousins;66.0;Corporate;Troy;48098;Michigan;Central
Mark Cousins;66.0;Corporate;Warren;48093;Michigan;Central
Sandra Glassco;66.0;Home Office;Fargo;58103;North Dakota;Central
Debra Catini;66.0;Small Business;Oxnard;93030;California;West
Dean Percer;66.0;Home Office;Boston;2108;MA;East
Victor Price;66.0;Consumer;Royal Palm Beach;33411;Florida;South
Sonia Sunley;66.0;Corporate;Kansas City;66104;Kansas;Central
Michael Stewart;66.0;Small Business;Coachella;92236;California;West
Fred Chung;66.0;Corporate;East Meadow;11554;New York;East
Bruce Stewart;66.0;Corporate;Maryland Heights;63043;MO;Central
Helen Wasserman;66.0;Home Office;Dundalk;21222;Maryland;East
Charles McCrossin;66.0;Corporate;Quincy;62301;Illinois;Central
Natalie Webber;66.0;Corporate;Wellesley;2457;MA;East
Joel Eaton;66.0;Home Office;Meridian;39301;Mississippi;South
Roy Skaria;66.0;Corporate;Gainesville;32601;Florida;South
Michael Kennedy;66.0;Corporate;Colchester;5439;Vermont;East
Beth Thompson;66.0;Corporate;Belvidere;61008;Illinois;Central
Magdelene Morse;66.0;Home Office;Haltom City;76117;Texas;Central
Penelope Sewall;66.0;Home Office;Miramar;33023;Florida;South
Toby Grace;66.0;Home Office;Hinesville;31313;Georgia;South
Carlos Soltero;66.0;Consumer;Bloomington;47401;Indiana;Central
Sylvia Foulston;66.0;Corporate;Mundelein;60060;Illinois;Central
Hallie Redmond;66.0;Small Business;Erie;16509;Pennsylvania;East
Maureen Gastineau;66.0;Consumer;Claremont;91711;California;West
Cynthia Delaney;66.0;Corporate;Wheat Ridge;80033;Colorado;West
Jennifer Braxton;66.0;Small Business;Schererville;46375;Indiana;Central
Katherine Nockton;66.0;Corporate;Kenmore;14217;New York;East
Erica Bern;66.0;Corporate;Fort Wayne;46806;Indiana;Central
Carlos Daly;66.0;Home Office;Park Ridge;60068;Illinois;Central
Joy Bell;66.0;Home Office;Freeport;61032;Illinois;Central
Michelle Arnett;66.0;Home Office;Iowa City;52240;Iowa;Central
Sarah Bern;66.0;Corporate;Mount Pleasant;48858;Michigan;Central
Mark Haberlin;66.0;Small Business;Hingham;2018;MA;East
Mark Haberlin;66.0;Small Business;Clifton;7011;New Jersey;East
Guy Thornton;66.0;Corporate;University City;63130;MO;Central
Bill Eplett;66.0;Corporate;Auburn;13021;New York;East
Adam Hart;66.0;Corporate;Lake Elsinore;92530;California;West
Liz MacKendrick;66.0;Corporate;Mechanicsville;23111;Virginia;South
Denise Leinenbach;66.0;Home Office;Asbury Park;7712;New Jersey;East
Carlos Daly;66.0;Corporate;Peoria;61604;Illinois;Central
Ken Dana;66.0;Corporate;Bozeman;59715;Montana;West
Dennis Bolton;66.0;Consumer;Pittsburg;66762;Kansas;Central
Sung Shariari;66.0;Corporate;New Iberia;70560;Louisiana;South
Ken Dana;66.0;Corporate;Butte;59750;Montana;West
Meg O'Connel;66.0;Small Business;Kansas City;64130;MO;Central
Harold Pawlan;66.0;Small Business;Columbus;68601;Nebraska;Central
Meg O'Connel;66.0;Small Business;Kirkwood;63122;MO;Central
Anthony O'Donnell;66.0;Consumer;Louisville;80027;Colorado;West
Darren Budd;66.0;Consumer;Baytown;77520;Texas;Central
Joy Smith;66.0;Corporate;West Lafayette;47906;Indiana;Central
Dave Hallsten;66.0;Corporate;Brownsville;78521;Texas;Central
Roy Collins;66.0;Corporate;Columbia;38401;Tennessee;South
Ed Braxton;66.0;Home Office;Tempe;85281;Arizona;West
Ed Braxton;66.0;Home Office;Temecula;92592;California;West
Doug Bickford;66.0;Corporate;Skokie;60076;Illinois;Central
Pete Armstrong;66.0;Consumer;Owasso;74055;Oklahoma;Central
Doug Bickford;66.0;Corporate;Saint Charles;60174;Illinois;Central
Grant Carroll;66.0;Corporate;Danville;61832;Illinois;Central
Frank Carlisle;66.0;Small Business;Longview;75601;Texas;Central
Kristina Nunn;66.0;Consumer;Detroit;48227;Michigan;Central
Tom Prescott;66.0;Small Business;Eagle;83616;Idaho;West
Harry Greene;66.0;Corporate;Gillette;82716;Wyoming;West
Roland Black;66.0;Small Business;Mankato;56001;Minnesota;Central
Nathan Cano;66.0;Consumer;Eden Prairie;55343;Minnesota;Central
Nick Crebassa;66.0;Corporate;Lafayette;70506;Louisiana;South
Emily Grady;66.0;Home Office;Springville;84663;Utah;West
Vivek Grady;66.0;Home Office;Troy;45373;Ohio;East
Joni Blumstein;66.0;Home Office;Broken Arrow;74012;Oklahoma;Central
Khloe Miller;66.0;Corporate;Saginaw;48601;Michigan;Central
Meg Tillman;66.0;Small Business;Land O Lakes;34639;Florida;South
Tom Boeckenhauer;66.0;Corporate;Eugene;97405;Oregon;West
Guy Phonely;66.0;Corporate;Elyria;44035;Ohio;East
Harold Ryan;66.0;Home Office;Westlake;44145;Ohio;East
Ken Brennan;66.0;Consumer;Monroeville;15146;Pennsylvania;East
Ritsa Hightower;66.0;Corporate;Stillwater;74074;Oklahoma;Central
Patrick Jones;66.0;Home Office;Phenix City;36869;Alabama;South
Ed Ludwig;66.0;Consumer;Duncanville;75116;Texas;Central
Karl Brown;66.0;Home Office;Madison;6443;Connecticut;East
Mitch Willingham;66.0;Corporate;Savannah;31401;Georgia;South
Sibella Parks;66.0;Small Business;Albany;97321;Oregon;West
Sibella Parks;66.0;Small Business;Aloha;97007;Oregon;West
Matt Abelman;66.0;Home Office;Brooklyn Park;55445;Minnesota;Central
Paul MacIntyre;66.0;Corporate;Aberdeen;57401;South Dakota;Central
Lori Olson;66.0;Consumer;Gadsden;35904;Alabama;South
Stewart Visinsky;66.0;Corporate;Schenectady;12306;New York;East
Meg Tillman;66.0;Small Business;Mauldin;29662;South Carolina;South
Maria Zettner;66.0;Corporate;Watertown;53094;Wisconsin;Central
Maria Zettner;66.0;Corporate;West Palm Beach;33407;Florida;South
Meg Tillman;66.0;Small Business;Long Beach;39560;Mississippi;South
Lindsay Shagiari;66.0;Home Office;Mason;45040;Ohio;East
Kelly Williams;66.0;Corporate;Emporia;66801;Kansas;Central
Quincy Jones;66.0;Small Business;Roswell;88201;New Mexico;West
Theresa Swint;66.0;Home Office;Port Chester;10573;New York;East
Henry Goldwyn;66.0;Small Business;Country Club Hills;60478;Illinois;Central
Neil French;66.0;Consumer;Baton Rouge;70802;Louisiana;South
Jasper Cacioppo;66.0;Home Office;Freeport;11520;New York;East
Dennis Pardue;66.0;Corporate;Concord;28027;North Carolina;South
Amy Hunt;67.0;Consumer;La Vergne;37086;Tennessee;South
Pamela Coakley;66.0;Corporate;Mentor;44060;Ohio;East
Dennis Pardue;67.0;Corporate;Durham;27707;North Carolina;South
Sean Wendt;66.0;Corporate;Minnetonka;55345;Minnesota;Central
Anne Pryor;67.0;Corporate;Utica;13501;New York;East
Bobby Trafton;67.0;Small Business;Sanford;4073;Maine;East
Dave Poirier;67.0;Small Business;Paterson;7501;New Jersey;East
Mark Cousins;67.0;Home Office;Taylor;48180;Michigan;Central
Bobby Trafton;67.0;Small Business;East Hartford;6108;Connecticut;East
Michael Granlund;67.0;Corporate;Cottage Grove;55016;Minnesota;Central
Parhena Norris;67.0;Home Office;Inver Grove Heights;55076;Minnesota;Central
Alan Hwang;67.0;Corporate;Richardson;75080;Texas;Central
Thea Hendricks;67.0;Home Office;Twentynine Palms;92277;California;West
Frank Olsen;67.0;Small Business;Coos Bay;97420;Oregon;West
Matt Connell;67.0;Corporate;Massillon;44646;Ohio;East
Emily Grady;67.0;Home Office;Springville;84663;Utah;West
Justin Hirsh;67.0;Consumer;Bethpage;11714;New York;East
Kean Nguyen;67.0;Small Business;Lorain;44052;Ohio;East
Justin Hirsh;67.0;Consumer;Canton;48187;Michigan;Central
Patricia Hirasaki;67.0;Home Office;York;17403;Pennsylvania;East
Muhammed Lee;67.0;Corporate;Anaheim;92804;California;West
Patricia Hirasaki;67.0;Home Office;Muskego;53150;Wisconsin;Central
Grant Carroll;67.0;Corporate;Crystal Lake;60014;Illinois;Central
Barry Gonzalez;67.0;Small Business;Perry Hall;21128;Maryland;East
Sean Miller;67.0;Small Business;Oshkosh;54901;Wisconsin;Central
Saphhira Shifley;67.0;Consumer;Anderson;29624;South Carolina;South
Russell D'Ascenzo;67.0;Consumer;Poinciana;34759;Florida;South
Clay Ludtke;67.0;Consumer;Brooklyn;11226;New York;East
Luke Schmidt;67.0;Home Office;North Charleston;29406;South Carolina;South
Scot Coram;67.0;Corporate;Milwaukee;53209;Wisconsin;Central
Kean Nguyen;67.0;Small Business;Mansfield;44903;Ohio;East
William Brown;67.0;Corporate;Hinesville;31313;Georgia;South
Cynthia Voltz;67.0;Corporate;East Haven;6512;Connecticut;East
Harry Marie;67.0;Consumer;Cudahy;53110;Wisconsin;Central
Daniel Lacy;67.0;Small Business;Roosevelt;11575;New York;East
Jenna Caffey;67.0;Consumer;Lancaster;17602;Pennsylvania;East
Brendan Sweed;67.0;Consumer;Seattle;98115;Washington;West
Brendan Sweed;67.0;Consumer;Rose Hill;24281;Virginia;South
Barbara Fisher;67.0;Small Business;Wichita;67212;Kansas;Central
Darren Powers;67.0;Corporate;Eagle;83616;Idaho;West
Kristina Nunn;67.0;Consumer;Dearborn Heights;48127;Michigan;Central
Kristina Nunn;67.0;Consumer;Detroit;48227;Michigan;Central
Marina Lichtenstein;67.0;Corporate;Dubuque;52001;Iowa;Central
Nona Balk;67.0;Corporate;Oxford;36203;Alabama;South
Jonathan Doherty;67.0;Corporate;Greenville;27834;North Carolina;South
Neil French;67.0;Corporate;Baton Rouge;70802;Louisiana;South
Toby Carlisle;67.0;Home Office;Depew;14043;New York;East
Raymond Fair;67.0;Small Business;Milford;1757;MA;East
Darrin Van Huff;67.0;Home Office;Hopkinsville;42240;Kentucky;South
Sean Miller;67.0;Small Business;Oak Creek;53154;Wisconsin;Central
Logan Haushalter;67.0;Corporate;Mount Vernon;10550;New York;East
Susan Pistek;67.0;Home Office;New Orleans;70117;Louisiana;South
Tracy Poddar;67.0;Corporate;Mount Vernon;43050;Ohio;East
Steven Roelle;67.0;Small Business;Hermitage;16148;Pennsylvania;East
Cindy Chapman;67.0;Consumer;Oro Valley;85737;Arizona;West
Rick Bensley;67.0;Consumer;Plantation;33317;Florida;South
MaryBeth Skach;67.0;Home Office;Mooresville;28115;North Carolina;South
MaryBeth Skach;67.0;Home Office;Monroe;28110;North Carolina;South
Eric Hoffmann;67.0;Small Business;Apopka;32712;Florida;South
Clay Cheatham;67.0;Small Business;Vancouver;98661;Washington;West
Jim Epp;67.0;Small Business;Burke;22015;Virginia;South
Justin MacKendrick;67.0;Corporate;Hicksville;11801;New York;East
Juliana Krohn;67.0;Small Business;San Francisco;94110;California;West
Steve Carroll;67.0;Consumer;Oakdale;55128;Minnesota;Central
Claudia Miner;67.0;Small Business;Quincy;62301;Illinois;Central
Doug O'Connell;67.0;Small Business;Oxnard;93030;California;West
Pierre Wener;67.0;Home Office;Nutley;7110;New Jersey;East
Maxwell Schwartz;67.0;Corporate;Rocky Mount;27801;North Carolina;South
Don Miller;67.0;Home Office;Calumet City;60409;Illinois;Central
Ralph Kennedy;67.0;Corporate;Lansing;48911;Michigan;Central
Jim Karlsson;67.0;Small Business;Cottage Lake;98072;Washington;West
Deanra Eno;67.0;Corporate;Lawrence;1841;MA;East
Deanra Eno;67.0;Corporate;Riverside;92503;California;West
Michelle Ellison;67.0;Consumer;Green Bay;54302;Wisconsin;Central
Liz Willingham;67.0;Corporate;Hudson;44236;Ohio;East
Deanra Eno;67.0;Corporate;Rocklin;95677;California;West
Bryan Davis;67.0;Corporate;Urbana;61801;Illinois;Central
Christina Vanderzanden;67.0;Small Business;Saint Joseph;64506;MO;Central
Sean O'Donnell;67.0;Corporate;Sandusky;44870;Ohio;East
Nathan Gelder;67.0;Home Office;Janesville;53545;Wisconsin;Central
Brooke Gillingham;67.0;Small Business;Portland;97206;Oregon;West
Theone Pippenger;67.0;Corporate;Plymouth;55441;Minnesota;Central
Nick Radford;67.0;Corporate;Winter Haven;33881;Florida;South
Barry Weirich;67.0;Corporate;Foster City;94404;California;West
Barry Franz;67.0;Corporate;Dover;3820;New Hampshire;East
Erica Bern;67.0;Small Business;Gary;46404;Indiana;Central
Andy Reiter;67.0;Corporate;Baton Rouge;70802;Louisiana;South
Brian DeCherney;67.0;Corporate;Orem;84057;Utah;West
Becky Pak;67.0;Corporate;Portland;97206;Oregon;West
Michelle Lonsdale;67.0;Corporate;Glenview;60025;Illinois;Central
Dionis Lloyd;67.0;Small Business;Port Chester;10573;New York;East
Giulietta Baptist;67.0;Home Office;Hobart;46342;Indiana;Central
Giulietta Baptist;67.0;Home Office;Indianapolis;46203;Indiana;Central
Michelle Tran;67.0;Corporate;Cumberland;21501;Maryland;East
John Castell;67.0;Consumer;Prior Lake;55372;Minnesota;Central
Naresj Patel;67.0;Small Business;Irving;75061;Texas;Central
Nora Price;67.0;Small Business;Springfield;22153;Virginia;South
Randy Bradley;67.0;Corporate;Douglasville;30135;Georgia;South
Rob Williams;67.0;Home Office;Chandler;85224;Arizona;West
Jason Klamczynski;67.0;Small Business;Taylors;29687;South Carolina;South
Thomas Brumley;67.0;Consumer;Trenton;48183;Michigan;Central
Jason Klamczynski;67.0;Small Business;Waldorf;20601;Maryland;East
John Castell;67.0;Consumer;Pottstown;19464;Pennsylvania;East
Hilary Holden;67.0;Corporate;Muncie;47302;Indiana;Central
Karen Seio;67.0;Consumer;Florence;35630;Alabama;South
Matthew Clasen;67.0;Consumer;Winter Garden;34787;Florida;South
Muhammed Lee;67.0;Consumer;South Boston;2127;MA;East
Muhammed Lee;67.0;Consumer;Taunton;2718;MA;East
Nathan Mautz;67.0;Corporate;Hoover;35244;Alabama;South
Dianna Vittorini;67.0;Corporate;Sun City;85351;Arizona;West
Tanja Norvell;67.0;Corporate;Sanford;32771;Florida;South
Matt Abelman;67.0;Home Office;Brooklyn Center;55429;Minnesota;Central
Ashley Jarboe;67.0;Small Business;Glendale;85301;Arizona;West
Maya Herman;67.0;Corporate;Roswell;30076;Georgia;South
Dan Campbell;67.0;Corporate;Hacienda Heights;91745;California;West
Victoria Brennan;67.0;Small Business;Pasco;99301;Washington;West
Katherine Hughes;67.0;Consumer;Chesapeake;23320;Virginia;South
Quincy Jones;67.0;Home Office;Bullhead City;86442;Arizona;West
Katherine Hughes;67.0;Consumer;Dale City;22193;Virginia;South
Mike Vittorini;67.0;Small Business;Grand Rapids;49505;Michigan;Central
Liz Thompson;67.0;Corporate;Columbia;65203;MO;Central
Richard Bierner;67.0;Small Business;Aiken;29801;South Carolina;South
Bobby Elias;67.0;Small Business;San Luis Obispo;93405;California;West
Nick Radford;67.0;Corporate;Winter Garden;34787;Florida;South
Arthur Prichep;67.0;Home Office;Cleveland Heights;44106;Ohio;East
Christine Phan;67.0;Small Business;Spring;77373;Texas;Central
Nathan Mautz;67.0;Home Office;Lino Lakes;55014;Minnesota;Central
Alex Russell;67.0;Home Office;Mcminnville;97128;Oregon;West
Cynthia Arntzen;67.0;Small Business;Smyrna;37167;Tennessee;South
Mitch Gastineau;67.0;Small Business;Roswell;88201;New Mexico;West
Joni Blumstein;67.0;Consumer;Lawton;73505;Oklahoma;Central
Eva Jacobs;67.0;Home Office;Altus;73521;Oklahoma;Central
Edward Hooks;67.0;Consumer;Carol Stream;60188;Illinois;Central
Valerie Dominguez;67.0;Corporate;Orlando;32839;Florida;South
Eva Jacobs;67.0;Home Office;Colorado Springs;80906;Colorado;West
Christopher Martinez;67.0;Small Business;Southgate;48195;Michigan;Central
Toby Grace;67.0;Home Office;Gainesville;30501;Georgia;South
Cathy Armstrong;67.0;Consumer;Pueblo West;81007;Colorado;West
Christopher Martinez;67.0;Small Business;Thornton;80229;Colorado;West
Toby Grace;67.0;Home Office;Hinesville;31313;Georgia;South
Mike Kennedy;67.0;Corporate;Duluth;55803;Minnesota;Central
Sally Hughsby;67.0;Consumer;North Royalton;44133;Ohio;East
Mike Kennedy;67.0;Corporate;Eagan;55122;Minnesota;Central
David Philippe;67.0;Consumer;Sulphur Springs;75482;Texas;Central
Yoseph Carroll;67.0;Consumer;Puyallup;98373;Washington;West
Bill Eplett;67.0;Corporate;Burton;48509;Michigan;Central
Raymond Fair;67.0;Small Business;Dublin;94568;California;West
Peter Buhler;67.0;Consumer;Bakersfield;93309;California;West
Ann Steele;67.0;Corporate;Lehi;84043;Utah;West
Ed Braxton;67.0;Consumer;Surprise;85374;Arizona;West
Shahid Hopkins;67.0;Small Business;Mount Pleasant;48858;Michigan;Central
Troy Staebel;67.0;Small Business;Englewood;7631;New Jersey;East
Yana Sorensen;67.0;Corporate;Darien;6820;Connecticut;East
Troy Staebel;67.0;Small Business;Colchester;5439;Vermont;East
Troy Staebel;67.0;Small Business;Somerset;8873;New Jersey;East
Ed Braxton;67.0;Consumer;Tempe;85281;Arizona;West
Michael Stewart;67.0;Small Business;Gardner;1440;MA;East
Theresa Swint;67.0;Small Business;Port Chester;10573;New York;East
Karl Brown;67.0;Corporate;Rutland;5701;Vermont;East
Michael Stewart;67.0;Small Business;Parsippany;7054;New Jersey;East
Michael Stewart;67.0;Small Business;Lexington;2420;MA;East
Michael Granlund;67.0;Corporate;Burnsville;55337;Minnesota;Central
Frank Atkinson;67.0;Corporate;Seymour;47274;Indiana;Central
Frank Atkinson;67.0;Corporate;Hudson;1749;MA;East
Sonia Cooley;67.0;Corporate;Corvallis;97330;Oregon;West
Laura Armstrong;67.0;Small Business;Marion;43302;Ohio;East
David Flashing;67.0;Home Office;South Boston;2127;MA;East
Phillip Flathmann;67.0;Small Business;Plainview;11803;New York;East
Jennifer Ferguson;67.0;Corporate;Greeneville;37743;Tennessee;South
Ionia McGrath;67.0;Home Office;Bessemer;35020;Alabama;South
Tony Sayre;67.0;Home Office;North Babylon;11703;New York;East
Benjamin Patterson;68.0;Corporate;Kingman;86401;Arizona;West
Michael Moore;68.0;Corporate;Palm Coast;32137;Florida;South
Alan Hwang;68.0;Corporate;Salem;24153;Virginia;South
Dan Campbell;68.0;Small Business;Augusta;4330;Maine;East
Maribeth Schnelling;68.0;Corporate;Fairfax;20151;Virginia;South
Dan Campbell;68.0;Small Business;South Burlington;5403;Vermont;East
Dan Campbell;68.0;Small Business;Goffstown;3045;New Hampshire;East
Tim Taslimi;68.0;Corporate;Beverly Hills;90210;California;West
Muhammed Yedwab;68.0;Consumer;Oakton;22124;Virginia;South
Ritsa Hightower;68.0;Corporate;Shawnee;74801;Oklahoma;Central
Becky Martin;68.0;Home Office;Essex Junction;5451;Vermont;East
Annie Thurman;68.0;Consumer;Midvale;84047;Utah;West
Becky Castell;68.0;Consumer;Batavia;60510;Illinois;Central
Amy Hunt;68.0;Home Office;Lebanon;37087;Tennessee;South
Don Jones;68.0;Corporate;Calumet City;60409;Illinois;Central
Katherine Ducich;68.0;Corporate;Palo Alto;94306;California;West
Sibella Parks;68.0;Small Business;Beaverton;97005;Oregon;West
Allen Golden;68.0;Consumer;Rowlett;75088;Texas;Central
Allen Golden;68.0;Consumer;San Angelo;76903;Texas;Central
Thea Hudgings;68.0;Consumer;Jupiter;33458;Florida;South
Eleni McCrary;68.0;Home Office;Burlington;5401;Vermont;East
Cynthia Arntzen;68.0;Small Business;Smyrna;37167;Tennessee;South
Sylvia Foulston;68.0;Corporate;Normal;61761;Illinois;Central
Vicky Freymann;68.0;Home Office;Rochester Hills;48307;Michigan;Central
